cat_id	cat_title
11044	1992_in_sports
5401	Former_protectorates
1477464	German_people_of_World_War_I
1208	1616
1008348	People_from_Regina,_Saskatchewan
1352	1675_deaths
10776	High_School_Musical
1500434	2010s_in_Jamaica
241896	Northern_Ireland_Assembly
10705	1962_in_sports
1322	1662_births
1477350	Spanish_historians
5363	Football_clubs
11035	Marsupials_of_Australia
1480003	Articles_containing_Finnish-language_text
1226	1623
10528	Businesspeople
520562	Japanese_space_program
1585376	Writers_from_Bangor,_Maine
1236	1627
1053	1562
1581021	20th-century_establishments_in_Croatia
1582673	Sportspeople_from_Philadelphia
1055	1562_deaths
1239	1628_deaths
5385	Former_countries_in_Africa
1232	1625_deaths
1019394	Comedians_from_Lancashire
499028	Municipalities_in_Nagasaki_Prefecture
5264	Family
925	1513_deaths
832	1479
197453	England_location_map_templates
756	1443
704	1410s_deaths
176929	Mass_spectrometry
1568009	German_writers_by_city
5262	Falkland_Islands
817	1472_births
1499582	16th_century_by_country
623	1370s_births
889	1500_deaths
837	1480s
1486938	1967_establishments_in_Oceania
1320	1661
1482239	Pages_using_Infobox_sportsperson_with_textcolor
1475	1720
1553	1750
845	1483_deaths
1217	1620
1670127	620s_beginnings
176672	Bulgarian_football_clubs
1609	1770_births
5346	Folk_instruments
805	1468_deaths
5326	Fires
1581003	1910_establishments_in_the_United_Kingdom
1522	1738
1100	1580s_births
1421	1700s_deaths
5694	Grammy_Awards
10789	Focus_on_the_Family
1486488	1853_establishments_in_Florida
1473	1719_births
804	1468
1435	1706_births
98061	Nassau_County,_Florida
1551111	Cities_in_Sergipe
5703	Greater_Manchester
5256	Factual_verification_needed
5392	Former_dictatorships
607	1360s_births
1235	1626_deaths
1154	160
929	1515_deaths
1432	1704_deaths
1025	1552
1020	1550s
991	1540s_deaths
5581	German_actors
1519524	Presidents_of_the_Philippines
5573	Georgia_(U.S._state)
1653242	University_of_Santiago_de_Compostela
499041	Municipalities_in_Shiga_Prefecture
1479739	United_States_representatives_from_Alabama
1460	1714_deaths
1329	1665_births
139879	Civil_parishes_in_Surrey
1632759	People_from_Mexico_(state)_by_municipality
1065	1567
610	1363
1486597	18th_century_establishments_in_Spain
1561	1751_deaths
1363	1679_deaths
1156	1600_births
1228	1623_deaths
907	1509
624	1370s_deaths
1581014	1898_establishments_in_France
1191	1610s
1117	1588_births
1403	1695
1406827	People_from_Kensington_and_Chelsea_(London_borough)
1465312	Brooklyn_in_fiction
1481519	South_African_rugby_union_players
5583	German_astronomers
10837	Entertainment_companies_of_the_United_States
10787	The_Simpsons_episodes
1477467	Politicians_from_Brandenburg
681025	Chronology_categories_templates
1592442	Organizations_based_in_Laos
802	1466_deaths
1499585	17th_century_establishments_in_Scotland
5607	German_language
1093	1578
1401	1694_births
628	1372
1584565	Secretaries_of_State_for_Scotland
904	1507
1059807	Sideshow_performers
1550796	1990s_disasters_in_Asia
1465303	Notting_Hill
1260	1637_deaths
5355	Food_utensils
5600	German_federal_supreme_courts
1007	1546_births
138984	Ministries
1331	1666
186111	Mimicry
1433162	Murder_in_the_1960s
1040	1558_deaths
1201	1613_deaths
1582677	The_Doors_songs
1336	1669_deaths
1612629	Ayurveda
1454	1712_deaths
9377	Political_subdivisions
759	1444
5641	Gibraltar
5580	German_Trade_Unions
1583	1760
1634056	Pages_using_infobox_national_military_with_unknown_parameters
1203972	Settlements_in_Malawi
1515338	People_from_Reno,_Nevada
1497866	Akbar
648	1385
4882	Cyclists
1526931	Apple
1471688	Provinces_of_Panama
1370	1680s_births
1376	1683
902	1506
1486	1723_deaths
1408	1699
1551	1749_births
1406050	2015_births
1585	1760_deaths
1584191	China_rail_succession_modules
1570181	Reptiles_of_Europe
1053938	Sportspeople_with_disabilities,_type_T46
5698	Graphics_software
1237	1628
6205	Lebanese_people
10821	Smithsonian_Institution
1496	1728
1012	1548
1665726	2004_American_adventure_movies
619	1369
611	1363_births
860539	Czech_entertainers
1492561	12th_century_establishments_in_Asia
1033	1555_deaths
10527	Current_events
1406	1697
1069	1568_deaths
1073	1570_births
1003	1545
754	1442
1620	1773_births
1161693	Settlements_in_Vasterbotten_County
10822	American_music
1468	1717_births
5620	German_philosophers
910	150s
979	1536_births
489630	Singers_from_Ohio
1411	16th_century_BC
1422	1701
1479925	United_States_representatives_from_North_Carolina
186073	FIFA_Women's_World_Cup
10557	Former_countries_in_South_America
1582579	UEFA_Euro_2008
5636	Germanic_mythology
1464	1716
1482391	Agnostic_Wikipedians
1375	1682
1484665	1820s_establishments_in_the_United_States
5255	Faboideae
1066	1567_births
10783	National_Hockey_League_lists
1674225	Use_Australian_English_from_August_2013
958	1527_deaths
1210203	Lesbian_feminists
1157	1600_deaths
10794	Root_vegetables
5577	Georgian_people
1585653	Videographies
5369	Football_leagues
1508	1732
1620936	Wikipedia_articles_in_need_of_updating_from_August_2023
637	1377_deaths
1397	1691
5351	Food_and_drink
6177	Lamiales
10792	Population
4883	Cyprus
361955	Adminstats
1584580	Skyscrapers_by_continent
1335	1669
5330	Flag_template_system
1180	1608_deaths
1321	1662
711	1414
1478636	People_from_Sheffield,_Alabama
5348	Folk_music
1061	1565_deaths
504997	Southern_rock_musicians
1661894	1998_animated_television_series_debuts
919	1511_births
1574	1756_births
10793	Medicinal_plants
1178	1608
9376	Political_subdivisions_of_France
1457	1713_deaths
1473279	Coming-of-age_comedy_movies
1490551	1810s_treaties
11034	Macropods
1000169	Settlements_in_Virginia
10706	1960s_in_sports
647	1383
1511	1733_births
765	1448
1658695	Former_communes_in_Vosges
1584207	Mary_J._Blige
1515739	People_from_Dearborn,_Michigan
833214	Deaths_by_strangulation
824	1475_births
1077	1571
1247	1630s_deaths
4739	Compositions
499047	Municipalities_in_Yamaguchi_Prefecture
1485	1723_births
1584546	Niger–Congo_languages_templates
948	1522
25223	American_folk_singers
5367	Football_in_Italy
758	1443_deaths
5632	German_scientists
1229	1624
5590	German_composers
1406534	Cancer_deaths_in_Colorado
1584301	Jurists_from_Naples
490651	Singers_from_South_Carolina
1213	1617_deaths
1664676	Cities_in_Sonoma_County,_California
1554	1750_births
1582613	Cancer_deaths_in_New_Mexico
734	1430s
1506	1731
992	1541
10700	1927_in_sports
814	1471_births
1526845	Azerbaijani_awards
1584597	1966_by_continent
417	1250
1671849	French_film_producers
1625786	Use_dmy_dates_from_June_2024
1584598	1965_by_continent
5394	Former_federations
1665691	PBS_network_shows
1472692	Latvian_Jews
1050	1561
946	1521_deaths
1031	1554_deaths
1597651	Antifeminism
1572235	Movies_set_in_French_Polynesia
1461	1715
1621837	Omani_culture
138977	Education_by_subject
1610958	Chinese_supercentenarians
646	1382
1619389	Politicians_from_Montgomery,_Alabama
912	1510
1472	1719
1581018	Women's_football_clubs_in_England
1286	1648
1581024	20th-century_establishments_in_Bosnia_and_Herzegovina
1406793	Articles_needing_additional_references_from_May_2015
995	1542
916	1510s_births
941	1520_deaths
1641388	Settlements_in_Callaway_County,_Missouri
1035800	LGBT_in_the_United_States
1035	1556_deaths
4741	Compositions_by_Benjamin_Britten
1670765	2010_Indian_television_series_debuts
6176	Lamiaceae
1556547	20th-century_establishments_in_Portugal
702	1410s
195466	Lesbians
1097	1580_deaths
1034	1556
1610973	2020s_establishments_in_Oceania
1011	1547_deaths
652	1387_births
1019	1550_deaths
5371	Football_stadiums
1103	1582
636	1377_births
1450	1711
957	1527_births
1426885	Certification_Table_Entry_usages_for_Canada
1491	1725_deaths
639	1379
1610970	Writers_from_Oxford
806	1469
25220	Twin_people
5359	Football_(soccer)_infobox_templates
1500439	Decades_in_Georgia_(U.S._state)
1480002	Articles_containing_Dutch-language_text
1449	1710s_deaths
1085360	Entertainers_from_Indiana
1603	1768
1094	1578_deaths
1495	1727_deaths
1328009	Double_reed_instruments
1674226	Use_Australian_English_from_January_2025
5323	Fire
856	1490s
987	1540
1572233	Movies_about_security_and_surveillance
1500432	21st_century_in_Haiti
1304	1656
1665760	1998_American_animated_television_series_endings
1176	1607
5321	Finnish_people
489164	Actors_from_Georgia_(US)
10771	1928_in_sports
1030497	Paralympic_medalists_from_Spain
849	1485
5258	Fagales
627	1371_deaths
687	1401
1509055	Numbers_as_words_conversion_templates
10530	Christian_writers
1262	1638_births
618951	Flutes
1481830	User_pih
5665	Government_Districts_of_Thuringia
1308	1657_deaths
1531	1740s_births
1369	1680s
5331	Flag_templates
998	1543
5356	Foods
11064	Members_of_the_Lunar_Society
1509249	Clean-up_categories_from_August_2018
5612	German_military_people
934	1517_births
25228	Wikipedia_pages_protected_due_to_dispute
240047	2003_establishments
1388	1689
5318	Finland
5617	German_painters
1585657	Tributaries
11048	1827_births
891	1500s_births
1440159	Former_provinces_of_Japan
1567851	Movies_by_South_Korean_directors
1175	1606_births
1526	1739_deaths
10816	Video_game_templates
5597	German_entertainers
1241	1629_births
1470369	Spanish_actors_by_medium
4896	DC_Comics
620	1369_births
1518618	19th-century_establishments_in_Alaska
1671859	Polish_emigrants_to_France
881	14th_century_births
685	1400s_births
489159	Athletes_from_Michigan
1181	1609
1580996	Feathers
1584731	Deep_Purple_songs
9368	Arrondissements_of_France
989	1540s
517858	French_criminals
11090	Child_abuse
1261	1638
1620684	Newspapers_published_in_New_Zealand
5634	German_writers
1567	1754
760	1445
747	1438
686	1400s_deaths
5328	Fish
5697	Graphics
1659944	Area_codes_in_Illinois
5349	Folk_music_groups
176245	Video_Discs
608336	1054_deaths
5366	Football_in_Germany
990	1540s_births
10709	1986_in_sports
1406826	People_from_the_City_of_Westminster
1046445	Actors_from_Santa_Monica,_California
362559	User_documentation_pages
885	14th_century_establishments
11041	Smoking
489320	Athletes_from_Tennessee
874	1498_deaths
1330464	Cancer_deaths_in_Sweden
986	1539_deaths
1173	1605_deaths
1581287	People_from_Cape_Girardeau,_Missouri
186263	Wikipedia_Ambassador_Program
1203988	Villages_in_Africa
1001	1544
490700	People_from_Seoul
5386	Former_countries_in_Asia
1407	1698
1612626	AEW_Blood_and_Guts
609737	Naturalised_citizens_of_Australia
1003685	Essen
1653245	Drake_(musician)_concert_tours
4861	Cucurbitales
982	1537_births
5338	Flies
9370	1707_disestablishments
5361	Football_(soccer)_navigational_boxes_(standardized)
1018	1550_births
771	1450s_deaths
5595	German_emperors
840	1481
5604	German_footballers
1152	15th_century_establishments
1451	1711_births
728	1424
1355	1676_births
1660667	HD_Radio
158634	Stereochemistry
933	1517
241708	British_currency
5353	Food_ingredients
1508514	United_States_campaignbox_templates
613	1365
1419907	21st_century_in_China
10788	Adventures_in_Odyssey
4865	Currency
1059806	Entertainers_from_Massachusetts
1679732	2010s_in_Alabama
1170772	Transgender_and_transsexual_people
6175	Lakes_of_Ticino
1581007	Deaths_from_urologic_disease
1559	1751
102754	Knights_Commander_of_the_Order_of_the_Indian_Empire
1003748	Chamonix
1482238	Pages_using_infobox_swimmer_with_nationality_parameter
944	1520s_deaths
1584536	Articles_containing_Pwo_Eastern_Karen-language_text
1309	1658
955	1526_deaths
1317	1660s
1611848	Politicians_from_Cebu
5560	Geography_of_Utah
5717	Greiz_Rural_District
1332	1667
614	1366
10803	Formula_One_Grands_Prix
1091	1577
1584296	Film_people_from_Naples
186058	Audi_Cup
1499583	12th_century_in_Europe
5629	German_printmakers
1508517	Events_infobox_templates
1285	1647
176651	PFC_CSKA_Moscow
1113	1587_deaths
1584714	Towns_in_Kent_County,_Delaware
1473932	People_from_Luxembourg_(Belgium)
1529	1740_deaths
1444	1710
1602	1767_deaths
5704	Greece
729	1426
1574071	1985_American_television_series_endings
4863	Culture
1467	1717
1479991	Articles_containing_Ukrainian-language_text
5611	German_military
11097	Canadian_ice_hockey_coaches
1120	1589_deaths
1525	1739_births
1575943	1995_romantic_drama_movies
974	1533_deaths
4737	Composers_by_nationality
1410	16th_century
1584	1760_births
5618	German_people
1619266	Movies_about_psychic_powers
622	1370s
11026	1950_in_sports
808	1470
1484700	1910s_establishments_in_Texas
11093	Habits
1096	1580
1194	1610s_births
1610968	Crime_writers
833	1479_deaths
1325	1663
1452	1712
1668036	Animated_television_series_about_twins
1225547	Brazilian_politicians
1545	1746
312430	Capitals_by_country
1663356	Centuries_in_Pennsylvania
1518626	21st-century_establishments_in_Minnesota
1584758	Malayali_people
1499472	Power_Rangers
1558	1750s_deaths
1483284	Sahaba
875	1499
1610967	Writers_from_Northern_Ireland
1584608	Geography_of_Uganda
176682	Football_in_Russia
618	1368_births
847	1484_births
1651050	Chemical_compounds_by_element
1479381	Religion_in_Vietnam
1500422	The_Texas_Chainsaw_Massacre_(franchise)
745	1436
750	1440s
5591	German_courts
855	1490
5664	Government_Districts_of_Saxony-Anhalt
1418	1700_births
11052	Bones
1163	1601_deaths
5633	German_terrorists
651	1387
4742	Compositions_by_Dmitri_Shostakovich
4740	Compositions_by_Alban_Berg
5362	Football_by_country
195447	Gay_men
1357	1677
1269	1640_establishments
1595070	Mexican_comedy_movies
1500435	21st_century_in_El_Salvador
176437	Czech_musicians
1283	1646
839	1480s_deaths
25227	Wikipedia_page_protection
1162	1601_births
640	1380
797357	People_from_Erie,_Pennsylvania
836	1480_births
1316	1660_deaths
1512006	18th_century_disestablishments_in_Asia
9374	1801_establishments
490670	People_from_Toledo,_Ohio
5354	Food_supplements
5397	Former_municipalities_of_Ticino
1582020	19th-century_conflicts
616	1367_births
810	1470s
176489	Blues_bands
1063	1566_births
138985	Government-related_organizations
1384862	Ricky_Martin
937	1519_births
5352	Food_in_Germany
1651275	Turkmen_people
1610957	Polish_supercentenarians
1009	1547
1278	1643_deaths
1044	1560
1610978	1929_establishments_in_Spain
594073	Uranus_(planet)
1440136	Subdivisions_of_France
5700	Great_Britain
1631243	Paralympic_gold_medalists_for_the_Netherlands
5341	Florida
1124	1590s
1081	1572_deaths
1516227	Articles_with_Indonesian-language_sources_(id)
1102	1581
9372	1800_disestablishments
1465292	People_from_Brent_(London_borough)
1592440	Organizations_based_in_Kyrgyzstan
1548780	Articles_containing_Gwichʼin-language_text
1242	1630
1499163	National_symbols_of_the_Maldives
1670141	2010s_beginnings
1401153	Babism
1466557	New_Zealand_Maori_people
1584210	Counting_Crows_songs
1279	1644
959	1528
1541920	Articles_containing_potentially_dated_statements_from_May_2021
5696	Graphic_templates
1406822	People_from_Paddington
25239	Template_sandboxes
10703	1961_in_ice_hockey
1259	1637
10782	1931_in_sports
1215	1619
1581004	1950s_establishments_in_Austria
1098	1580s
1610972	Writers_from_Cornwall
4736	Composers_by_historical_period
1584182	Cities_in_Silesia
819	1473
1001825	Currency_of_Asia
1101	1580s_deaths
1434	1706
138091	Nelly_albums
1482776	Politicians_from_Rotterdam
1670724	Japanese_masculine_given_names
650	1386_births
241893	Scottish_Parliament
10805	Formula_One_drivers
1593	1763_births
11028	Diprotodonts
1474076	Islands_of_North_America_by_country
175665	Chemical_nomenclature
809	1470_births
701729	Articles_with_unsourced_statements_from_August_2012
1437801	2016_video_games
1418486	Amusement_ride_article_using_undocumented_parameters
768	1450_births
10785	1619_deaths
25224	American_singer-songwriters
1092	1577_births
931	1516_births
1022	1550s_deaths
5342	Florida_Keys
1064	1566_deaths
1625428	Pages_using_infobox_official_post_with_footnotes_title
5332	Flags
5710	Greek_people
5370	Football_organizations
1589	1761
1581012	1896_establishments_in_Switzerland
1225546	Deaths_from_kidney_cancer
1318	1660s_births
1326	1663_births
1620878	Wikipedia_articles_in_need_of_updating_from_August_2016
871	1497_deaths
606	1360s
1032	1555
1564	1753
1041	1559
1195	1610s_deaths
1459	1714_births
1499596	1680s_in_Europe
176384	Czech_music
1597650	Food_and_drink_critics
10559	Former_monarchies_of_South_America
1587	1760s_births
5623	German_pianists
1479969	Articles_containing_Korean-language_text
1360	1678_births
100286	2006_births
186057	2011_in_association_football
1430	1703_deaths
1269656	20th_century_in_Canada
1618	1772_deaths
1203978	Geography_of_Malawi
612	1364
653	1388
10708	Ice_hockey_infobox_templates
1581037	Alcoholic_drinks
1602361	Ellie_Goulding_songs
1049	1560s_deaths
981	1537
1656102	1560_disestablishments
1243	1630_births
873	1498_births
1582804	The_Supremes
1118	1588_deaths
951	1524_deaths
1584588	2009_establishments_in_South_America
1458	1714
1584196	Melissa_Etheridge
10704	1962_in_ice_hockey
924	1513
1546	1746_births
1465416	Sentences
1550	1749
1602166	George_Benson_songs
1499578	20th_century_in_West_Virginia
926	1514
1354	1676
241620	Spanish_entertainers
730	1427
1597	1765
1548783	Articles_containing_Mi'kmaq-language_text
1481842	2000s_LGBT_television_series
241635	Populated_places_in_Ukraine
1373	1681_births
1238	1628_births
1437	1707
1523	1738_births
1567850	1941_comedy_movies
